Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,561.9500122070312,572.2999877929688,560.0499877929688,564.7999877929688,554.6141967773438,58696
2022-01-04,567.7000122070312,568.0,557.2999877929688,560.0,549.9008178710938,42753
2022-01-05,560.4000244140625,571.0,557.0,565.25,555.05615234375,49759
2022-01-06,564.0999755859375,574.9000244140625,560.0,564.7000122070312,554.5160522460938,52549
2022-01-07,567.25,572.3499755859375,560.0,561.0,550.8827514648438,39588
2022-01-10,563.8499755859375,569.9500122070312,560.4500122070312,566.8499755859375,556.6272583007812,35021
2022-01-11,568.9000244140625,569.4000244140625,558.2999877929688,562.75,552.6011962890625,26020
2022-01-12,562.75,578.0,559.6500244140625,570.0,559.720458984375,56967
2022-01-13,572.8499755859375,572.8499755859375,563.0,565.3499755859375,555.154296875,30819
2022-01-14,565.3499755859375,590.0,564.4000244140625,580.8499755859375,570.374755859375,64454
2022-01-17,583.0,590.0,574.5,576.8499755859375,566.4468994140625,45916
2022-01-18,579.75,579.75,554.0,557.6500244140625,547.5932006835938,35119
2022-01-19,555.7999877929688,560.1500244140625,544.5,551.7000122070312,541.75048828125,30042
2022-01-20,549.9000244140625,551.7999877929688,537.2000122070312,540.2999877929688,530.5560913085938,40668
2022-01-21,538.5,599.0,537.0999755859375,561.4500122070312,551.3246459960938,397496
2022-01-24,563.6500244140625,569.9500122070312,546.0,552.2000122070312,542.241455078125,195979
2022-01-25,540.0,575.1500244140625,540.0,571.75,561.4389038085938,127324
2022-01-27,560.0,576.3499755859375,551.9500122070312,567.75,557.5110473632812,89831
2022-01-28,578.0,583.2999877929688,569.5,579.9000244140625,569.4419555664062,122576
2022-01-31,585.0,595.0,577.4500122070312,590.4500122070312,579.8016967773438,132034
2022-02-01,594.6500244140625,598.0,582.0,589.0999755859375,578.4759521484375,105500
2022-02-02,590.3499755859375,594.9000244140625,590.0,590.5,579.8507690429688,40348
2022-02-03,590.0499877929688,590.5999755859375,581.0,584.8499755859375,574.3026123046875,20276
2022-02-04,584.9000244140625,589.2000122070312,580.0,580.75,570.276611328125,13520
2022-02-07,589.7000122070312,589.7000122070312,561.0,563.7000122070312,553.5341186523438,25154
2022-02-08,555.0,559.0499877929688,522.1500244140625,523.9500122070312,514.5009765625,91794
2022-02-09,523.9500122070312,528.6500244140625,523.0,525.4000244140625,515.9248046875,34502
2022-02-10,516.0,524.0,501.25,506.0,496.8746643066406,53702
2022-02-11,501.1000061035156,502.1000061035156,492.8500061035156,495.1499938964844,486.2203063964844,52658
2022-02-14,490.0,491.3999938964844,461.1000061035156,464.6499938964844,456.2703552246094,58903
2022-02-15,473.8999938964844,499.79998779296875,457.3500061035156,483.6000061035156,474.8786315917969,63186
2022-02-16,486.04998779296875,497.0,485.0,489.6499938964844,480.81951904296875,22070
2022-02-17,492.1000061035156,495.25,474.0,475.79998779296875,467.2192687988281,18376
2022-02-18,477.0,482.29998779296875,471.3999938964844,476.8999938964844,468.2994384765625,14982
2022-02-21,476.8999938964844,476.8999938964844,461.5,471.1499938964844,462.65313720703125,21841
2022-02-22,460.0,472.25,457.79998779296875,463.54998779296875,455.190185546875,26509
2022-02-23,466.0,475.0,466.0,471.1499938964844,462.65313720703125,12364
2022-02-24,460.0,463.1499938964844,442.0,443.8999938964844,435.89459228515625,36600
2022-02-25,450.8999938964844,477.0,443.1000061035156,470.79998779296875,462.3094482421875,29421
2022-02-28,473.0,473.0,455.04998779296875,460.6000061035156,452.2934265136719,26333
2022-03-02,459.95001220703125,469.1000061035156,451.0,454.6000061035156,446.401611328125,26862
2022-03-03,456.0,464.3500061035156,450.1000061035156,452.25,444.093994140625,29874
2022-03-04,450.0,455.0,436.1000061035156,439.1499938964844,431.2302551269531,42499
2022-03-07,430.0,437.8999938964844,428.6000061035156,431.29998779296875,423.52178955078125,28660
2022-03-08,431.0,467.95001220703125,429.54998779296875,463.3500061035156,454.99383544921875,49633
2022-03-09,466.8999938964844,478.6499938964844,459.45001220703125,462.54998779296875,454.2082214355469,46906
2022-03-10,472.0,473.6000061035156,457.0,459.5,451.2132568359375,22097
2022-03-11,456.0,460.79998779296875,442.95001220703125,444.1499938964844,436.14007568359375,49992
2022-03-14,446.3999938964844,449.8999938964844,439.5,440.8500061035156,432.89959716796875,25825
2022-03-15,442.0,444.20001220703125,432.20001220703125,437.25,429.364501953125,121919
2022-03-16,439.45001220703125,446.5,433.0,436.70001220703125,428.8244323730469,31733
2022-03-17,441.95001220703125,447.29998779296875,439.75,442.1000061035156,434.1270446777344,36775
2022-03-21,444.3500061035156,451.75,440.0,440.70001220703125,432.7523193359375,30175
2022-03-22,440.70001220703125,450.45001220703125,440.70001220703125,444.25,436.23828125,26706
2022-03-23,445.6499938964844,448.20001220703125,436.1000061035156,438.70001220703125,430.7883605957031,29186
2022-03-24,440.8999938964844,444.70001220703125,435.45001220703125,436.8500061035156,428.97174072265625,48941
2022-03-25,439.04998779296875,443.1499938964844,426.0,429.6000061035156,421.85247802734375,43814
2022-03-28,431.75,433.3500061035156,412.29998779296875,415.45001220703125,407.9576721191406,77065
2022-03-29,411.0,419.6499938964844,402.1000061035156,405.45001220703125,398.13800048828125,78195
2022-03-30,407.5,464.79998779296875,407.04998779296875,431.75,423.9637145996094,394695
2022-03-31,433.95001220703125,433.95001220703125,412.0,414.20001220703125,406.730224609375,101349
2022-04-01,416.8999938964844,440.0,416.04998779296875,436.8500061035156,428.97174072265625,54193
2022-04-04,436.0,457.0,436.0,451.1000061035156,442.9647521972656,126113
2022-04-05,455.8500061035156,456.8999938964844,445.25,453.0,444.8304748535156,41552
2022-04-06,452.5,466.0,450.54998779296875,459.20001220703125,450.9186706542969,73934
2022-04-07,461.5,461.5,450.0,451.1499938964844,443.0138244628906,28138
2022-04-08,452.0,463.5,452.0,456.1499938964844,447.92364501953125,25939
2022-04-11,456.5,458.8999938964844,450.04998779296875,454.5,446.30340576171875,29750
2022-04-12,453.79998779296875,455.79998779296875,445.0,449.79998779296875,441.68817138671875,25256
2022-04-13,452.04998779296875,456.5,445.0,447.79998779296875,439.7242431640625,19424
2022-04-18,444.0,444.0,436.6000061035156,440.6000061035156,432.65411376953125,16211
2022-04-19,440.6000061035156,452.0,434.3500061035156,438.1000061035156,430.1991882324219,25968
2022-04-20,432.0,445.0,430.0,434.6000061035156,426.7622985839844,20504
2022-04-21,434.6000061035156,444.0,434.6000061035156,442.04998779296875,434.07794189453125,15717
2022-04-22,442.04998779296875,442.04998779296875,428.0,432.54998779296875,424.749267578125,16364
2022-04-25,421.5,430.0,421.5,425.6499938964844,417.97369384765625,13169
2022-04-26,428.0,435.54998779296875,426.8999938964844,433.3500061035156,425.53485107421875,12799
2022-04-27,432.45001220703125,434.95001220703125,425.5,427.3500061035156,419.64306640625,18826
2022-04-28,429.5,432.45001220703125,424.1000061035156,428.95001220703125,421.2142028808594,11332
2022-04-29,430.0,436.6000061035156,430.0,430.25,422.4907531738281,10483
2022-05-02,428.0,428.8999938964844,411.6499938964844,417.75,410.2161865234375,28766
2022-05-04,419.8500061035156,426.20001220703125,416.20001220703125,418.29998779296875,410.7562561035156,19634
2022-05-05,418.6000061035156,426.1499938964844,415.95001220703125,418.95001220703125,411.3945617675781,12923
2022-05-06,415.0,415.95001220703125,405.6499938964844,413.6499938964844,406.19012451171875,17548
2022-05-09,405.0,412.0,405.0,406.1000061035156,398.7762756347656,11397
2022-05-10,402.1000061035156,411.1499938964844,402.1000061035156,405.70001220703125,398.3835144042969,9242
2022-05-11,407.75,410.75,386.04998779296875,388.79998779296875,381.78826904296875,21969
2022-05-12,388.1000061035156,394.1499938964844,381.0,386.75,379.7752380371094,10811
2022-05-13,388.70001220703125,396.0,385.04998779296875,388.6000061035156,381.5918884277344,12900
2022-05-16,390.54998779296875,390.54998779296875,380.3500061035156,386.54998779296875,379.5788269042969,12533
2022-05-17,388.0,395.0,388.0,394.1000061035156,386.9927062988281,24695
2022-05-18,426.0,460.0,415.0,437.0,429.1190185546875,372998
2022-05-19,423.8999938964844,432.25,416.8500061035156,421.8999938964844,414.29132080078125,37130
2022-05-20,426.0,431.70001220703125,421.20001220703125,424.54998779296875,416.8935241699219,22677
2022-05-23,424.54998779296875,437.8999938964844,417.0,422.29998779296875,414.6841125488281,41827
2022-05-24,421.04998779296875,424.1499938964844,405.45001220703125,409.8500061035156,402.4586486816406,18867
2022-05-25,409.5,411.45001220703125,392.0,394.6000061035156,387.4836730957031,17688
2022-05-26,386.0,400.0,384.0,395.8500061035156,388.7111511230469,16713
2022-05-27,399.5,413.54998779296875,398.1499938964844,405.1499938964844,397.8434143066406,14049
2022-05-30,415.0,423.79998779296875,405.1499938964844,414.1000061035156,406.63201904296875,20782
2022-05-31,414.0,418.20001220703125,408.8500061035156,413.5,406.0428161621094,9804
2022-06-01,413.5,424.0,411.04998779296875,418.70001220703125,411.1490478515625,13393
2022-06-02,418.70001220703125,430.0,418.1000061035156,424.45001220703125,416.79534912109375,15396
2022-06-03,426.6000061035156,436.75,420.25,423.70001220703125,416.05889892578125,22998
2022-06-06,423.70001220703125,423.70001220703125,415.6000061035156,417.70001220703125,410.1670837402344,9226
2022-06-07,416.79998779296875,419.79998779296875,413.3999938964844,414.6000061035156,407.12298583984375,7829
2022-06-08,416.70001220703125,418.8999938964844,412.54998779296875,414.75,407.2702941894531,5769
2022-06-09,414.75,416.04998779296875,410.1499938964844,414.1499938964844,406.68109130859375,8398
2022-06-10,410.6000061035156,411.95001220703125,401.25,403.54998779296875,396.2722473144531,9792
2022-06-13,391.45001220703125,399.0,390.0,394.04998779296875,386.9435729980469,12471
2022-06-14,383.0,396.95001220703125,383.0,390.79998779296875,383.752197265625,9114
2022-06-15,392.3500061035156,399.20001220703125,387.20001220703125,392.3999938964844,385.3233337402344,4866
2022-06-16,393.04998779296875,404.8999938964844,361.70001220703125,370.8500061035156,364.1619873046875,36504
2022-06-17,372.75,372.75,359.6000061035156,365.3999938964844,358.8102722167969,12871
2022-06-20,367.25,372.45001220703125,360.0,364.54998779296875,357.9755859375,13033
2022-06-21,358.0,376.1000061035156,351.3500061035156,372.04998779296875,365.34033203125,11830
2022-06-22,366.45001220703125,372.0,365.04998779296875,367.54998779296875,360.9214782714844,6054
2022-06-23,367.1499938964844,379.0,366.1499938964844,374.79998779296875,368.0407409667969,5154
2022-06-24,376.70001220703125,384.75,373.8999938964844,378.0,371.18304443359375,7677
2022-06-27,379.8999938964844,392.3999938964844,379.8999938964844,389.5,382.47564697265625,12104
2022-06-28,389.5,392.8500061035156,383.75,391.0,383.9486083984375,6189
2022-06-29,389.0,394.04998779296875,387.0,388.1499938964844,381.1499938964844,6377
2022-06-30,384.45001220703125,391.0,378.45001220703125,384.29998779296875,384.29998779296875,6491
2022-07-01,380.0,384.8500061035156,375.25,381.5,381.5,3691
2022-07-04,383.45001220703125,389.0,378.1000061035156,381.3999938964844,381.3999938964844,6157
2022-07-05,383.3500061035156,391.0,378.45001220703125,386.3500061035156,386.3500061035156,9468
2022-07-06,385.75,389.3500061035156,382.0,386.25,386.25,8500
2022-07-07,388.20001220703125,394.3500061035156,388.20001220703125,393.1000061035156,393.1000061035156,7799
2022-07-08,404.8999938964844,446.70001220703125,397.0,430.04998779296875,430.04998779296875,589696
2022-07-11,420.0,424.75,411.1000061035156,414.79998779296875,414.79998779296875,49083
2022-07-12,416.8999938964844,418.95001220703125,406.04998779296875,407.54998779296875,407.54998779296875,25757
2022-07-13,409.6000061035156,412.54998779296875,400.0,401.6000061035156,401.6000061035156,18227
2022-07-14,403.6499938964844,407.0,398.0,402.29998779296875,402.29998779296875,20363
2022-07-15,403.0,403.25,393.54998779296875,396.29998779296875,396.29998779296875,19080
2022-07-18,398.29998779296875,413.04998779296875,398.04998779296875,407.6000061035156,407.6000061035156,24227
2022-07-19,412.0,481.0,410.0,433.29998779296875,433.29998779296875,376551
2022-07-20,436.5,443.0,427.1000061035156,430.29998779296875,430.29998779296875,59621
2022-07-21,430.29998779296875,432.5,420.04998779296875,422.04998779296875,422.04998779296875,40073
2022-07-22,423.1499938964844,428.3999938964844,418.0,419.75,419.75,18718
2022-07-25,420.0,426.95001220703125,418.1499938964844,420.1000061035156,420.1000061035156,16744
2022-07-26,422.0,422.54998779296875,405.54998779296875,408.25,408.25,19043
2022-07-27,408.0,411.45001220703125,401.6499938964844,406.20001220703125,406.20001220703125,26817
2022-07-28,408.25,415.95001220703125,407.20001220703125,410.45001220703125,410.45001220703125,16860
2022-07-29,411.0,417.95001220703125,408.0,413.8999938964844,413.8999938964844,14524
2022-08-01,419.0,427.0,417.04998779296875,420.0,420.0,28966
2022-08-02,420.0,425.8999938964844,419.6499938964844,422.95001220703125,422.95001220703125,17424
2022-08-03,422.95001220703125,425.0,420.0,422.45001220703125,422.45001220703125,28943
2022-08-04,426.6499938964844,428.0,410.0,415.25,415.25,39500
2022-08-05,417.0,417.3500061035156,412.54998779296875,415.5,415.5,10595
2022-08-08,417.0,422.0,414.0,417.6000061035156,417.6000061035156,17674
